Product,Region,Agent ID,Customer Type,Call Duration,Resolved,Satisfaction Ratio,Up-sell Amount
Software,East,AID_2782,Corporate,70,No,3.1,160
Desktop,Mid-West,AID_2783,Corporate,68,Yes,2.8,0
Desktop,South,AID_2784,Individual,70,Yes,2.3,160
Desktop,East,AID_2785,SME,71,Yes,2.5,170
Misc,South,AID_2786,profit,78,Yes,3.5,140
Accessories,South,AID_2787,profit,69,Yes,3.7,210
Misc,West,AID_2788,Individual,71,Yes,2.1,160
Monitor,North,AID_2789,SME,77,Yes,3.4,0
Desktop,North,AID_2790,profit,77,Yes,3.3,0
Desktop,North,AID_2791,Individual,74,Yes,3.6,0
Misc,West,AID_2792,Individual,77,Yes,2.8,220
Accessories,West,AID_2793,SME,85,Yes,3,140
Laptop,East,AID_2794,profit,56,Yes,3.3,210
Laptop,South,AID_2795,Individual,73,Yes,3.4,140
Laptop,North,AID_2796,SME,73,Yes,2.4,0
Desktop,Mid-West,AID_2797,Individual,66,Yes,3.5,230
Laptop,West,AID_2798,Individual,77,Yes,3,0
Monitor,West,AID_2799,profit,65,Yes,2.8,0
Laptop,Mid-West,AID_2800,profit,84,Yes,3.2,0
Misc,Mid-West,AID_2801,Corporate,75,Yes,2.8,0
Accessories,Mid-West,AID_2802,profit,77,Yes,3.3,360
Misc,North,AID_2803,Corporate,85,Yes,3.3,0
Software,North,AID_2804,Corporate,68,Yes,2.5,0
Desktop,North,AID_2805,SME,65,Yes,2.8,240
Accessories,Mid-West,AID_2806,profit,80,No,4,0
Desktop,North,AID_2807,Corporate,83,Yes,3.3,200
Desktop,South,AID_2808,Corporate,67,Yes,2.8,230
Laptop,South,AID_2809,SME,73,Yes,3.7,0
Software,West,AID_2810,Individual,92,Yes,2.9,0
Monitor,South,AID_2811,Corporate,87,Yes,3.7,100
Laptop,Mid-West,AID_2812,SME,79,Yes,3.6,0
Laptop,West,AID_2813,SME,74,Yes,3.5,180
Desktop,West,AID_2814,Individual,78,Yes,3,180
Laptop,North,AID_2815,SME,89,Yes,3.2,210
Laptop,West,AID_2816,profit,74,Yes,3.1,0
Accessories,North,AID_2817,Corporate,68,Yes,3.3,200
Monitor,North,AID_2818,Corporate,56,Yes,3.7,170
Misc,North,AID_2819,profit,75,Yes,3.1,220
Laptop,South,AID_2820,Corporate,76,Yes,3.2,0
Misc,Mid-West,AID_2821,SME,87,Yes,2.9,230
Accessories,East,AID_2822,profit,64,Yes,2.9,0
Software,East,AID_2823,SME,90,Yes,3.4,0
Software,East,AID_2824,Corporate,91,Yes,3.2,210
Monitor,East,AID_2825,Individual,73,Yes,3.6,210
Desktop,North,AID_2826,Corporate,71,Yes,2.9,170
Misc,North,AID_2827,Individual,73,Yes,3.1,130
Accessories,North,AID_2828,Individual,70,Yes,2.4,240
Laptop,West,AID_2829,SME,85,Yes,2.7,0
Misc,West,AID_2830,Corporate,72,Yes,3.2,0
Accessories,North,AID_2831,SME,79,Yes,2.7,250
Software,Mid-West,AID_2832,SME,86,Yes,2.9,200
Desktop,Mid-West,AID_2833,Corporate,79,Yes,2.8,220
Misc,West,AID_2834,Individual,69,Yes,3.6,150
Software,North,AID_2835,SME,72,Yes,3.5,140
Software,West,AID_2836,Individual,85,Yes,3.2,240
Misc,South,AID_2837,Corporate,88,Yes,4.1,240
Laptop,East,AID_2838,SME,64,Yes,2.5,0
Laptop,North,AID_2839,Corporate,63,Yes,3,320
Monitor,Mid-West,AID_2840,profit,71,Yes,2.4,170
Desktop,South,AID_2841,profit,82,Yes,3.1,210
Accessories,North,AID_2842,Corporate,88,Yes,3.7,200
Accessories,West,AID_2843,profit,67,No,2.9,0
Monitor,East,AID_2844,Individual,78,Yes,2.6,190
Monitor,North,AID_2845,Corporate,78,Yes,2.9,260
Accessories,West,AID_2846,Individual,67,Yes,2.4,0
Accessories,North,AID_2847,profit,68,Yes,2.6,0
Accessories,Mid-West,AID_2848,Individual,70,Yes,3.6,200
Software,South,AID_2849,Individual,86,Yes,2.7,0
Misc,North,AID_2850,Individual,82,Yes,2.3,190
Accessories,South,AID_2851,Individual,80,Yes,2.3,0
Desktop,West,AID_2852,Individual,79,Yes,3.1,0
Desktop,North,AID_2853,SME,79,Yes,3.3,0
Misc,South,AID_2854,Individual,66,Yes,2.8,0
Desktop,Mid-West,AID_2855,Individual,75,Yes,3,0
Desktop,West,AID_2856,Individual,87,Yes,3.1,0
Software,South,AID_2857,SME,82,Yes,3.3,0
Misc,North,AID_2858,Corporate,83,Yes,2.5,260
Accessories,North,AID_2859,Individual,70,Yes,3.3,0
Monitor,East,AID_2860,Corporate,82,Yes,2.9,300
Laptop,East,AID_2861,SME,87,Yes,2.2,140
Accessories,North,AID_2862,profit,78,Yes,2.5,70
Desktop,East,AID_2863,SME,79,Yes,3.5,0
Laptop,West,AID_2864,Individual,79,Yes,2.9,320
Accessories,East,AID_2865,Individual,63,Yes,2.6,0
Accessories,West,AID_2866,Individual,66,Yes,2.8,250
Desktop,Mid-West,AID_2867,Individual,82,Yes,3.2,270
Accessories,Mid-West,AID_2868,profit,64,Yes,2.9,230
Accessories,West,AID_2869,Individual,71,Yes,3,160
Desktop,South,AID_2870,profit,69,Yes,3.6,230
Laptop,North,AID_2871,SME,66,Yes,2.5,210
Software,Mid-West,AID_2872,profit,83,Yes,3.1,240
Desktop,East,AID_2873,profit,69,Yes,3.5,190
Software,North,AID_2874,Corporate,78,Yes,2.9,0
Laptop,South,AID_2875,Corporate,50,Yes,2.7,190
Monitor,South,AID_2876,Corporate,71,Yes,3.3,120
Accessories,West,AID_2877,Individual,95,Yes,3.1,230
Monitor,North,AID_2878,profit,75,Yes,2.9,190
Monitor,West,AID_2879,profit,78,No,3.5,280
Accessories,North,AID_2880,profit,65,Yes,2.4,0
Misc,East,AID_2881,Individual,86,Yes,2.4,130
Accessories,East,AID_2882,SME,82,Yes,3.7,170
Software,Mid-West,AID_2883,profit,80,Yes,3.6,200
Monitor,South,AID_2884,SME,80,Yes,2,140
Misc,Mid-West,AID_2885,Individual,78,Yes,3.5,260
Monitor,East,AID_2886,Corporate,71,Yes,3.8,150
Monitor,East,AID_2887,profit,80,Yes,3,0
Accessories,South,AID_2888,SME,69,Yes,3,160
Accessories,North,AID_2889,Individual,72,Yes,3.3,200
Monitor,East,AID_2890,Individual,68,Yes,3.8,0
Misc,South,AID_2891,profit,78,Yes,3.2,190
Accessories,North,AID_2892,Corporate,66,Yes,2.3,0
Accessories,North,AID_2893,profit,73,Yes,2.7,0
Desktop,Mid-West,AID_2894,SME,77,Yes,3.7,0
Desktop,West,AID_2895,Corporate,56,Yes,2.7,220
Software,South,AID_2896,Individual,71,Yes,2.7,0
Desktop,Mid-West,AID_2897,Corporate,85,Yes,3.3,180
Misc,West,AID_2898,SME,80,Yes,3.7,0
Software,South,AID_2899,profit,70,Yes,3.5,200
Misc,West,AID_2900,Individual,65,Yes,3.5,0
Software,East,AID_2901,profit,84,Yes,3.3,0
Misc,West,AID_2902,profit,82,Yes,2.9,0
Monitor,Mid-West,AID_2903,Individual,68,Yes,3.9,0
Monitor,Mid-West,AID_2904,SME,68,Yes,3.5,0
Software,North,AID_2905,profit,87,Yes,3.1,100
Accessories,Mid-West,AID_2906,profit,57,Yes,3.1,210
Monitor,East,AID_2907,SME,67,Yes,4,260
Accessories,North,AID_2908,profit,72,Yes,3.9,0
Monitor,Mid-West,AID_2909,profit,70,Yes,4,0
Monitor,West,AID_2910,profit,85,Yes,2.2,210
Accessories,North,AID_2911,Individual,81,Yes,2.9,140
Software,South,AID_2912,SME,87,Yes,3.3,0
Misc,West,AID_2913,Corporate,72,Yes,2.9,200
Misc,Mid-West,AID_2914,SME,83,Yes,3.2,200
Desktop,North,AID_2915,profit,84,Yes,2.8,0
Software,Mid-West,AID_2916,Corporate,75,Yes,2.6,240
Software,Mid-West,AID_2917,profit,78,Yes,4.2,0
Laptop,South,AID_2918,Corporate,68,Yes,1.9,0
Misc,East,AID_2919,SME,75,Yes,2.2,120
Accessories,South,AID_2920,SME,63,No,3.4,260
Accessories,South,AID_2921,profit,70,Yes,2.3,140
Software,North,AID_2922,Individual,70,Yes,2.9,0
Laptop,East,AID_2923,SME,72,Yes,1.5,0
Desktop,Mid-West,AID_2924,Individual,65,Yes,3.6,0
Desktop,West,AID_2925,Individual,79,Yes,2.3,190
Desktop,South,AID_2926,profit,77,Yes,2.5,0
Desktop,East,AID_2927,SME,80,Yes,3.7,0
Misc,South,AID_2928,Corporate,79,Yes,3.1,280
Monitor,South,AID_2929,profit,65,Yes,2.6,160
Desktop,West,AID_2930,Corporate,74,Yes,2.3,130
Desktop,South,AID_2931,profit,76,Yes,3.1,240
Misc,North,AID_2932,SME,68,Yes,3,140
Monitor,South,AID_2933,SME,67,Yes,2.4,180
Desktop,South,AID_2934,Corporate,75,No,3.1,0
Accessories,South,AID_2935,profit,61,Yes,2.3,200
Desktop,East,AID_2936,Corporate,75,Yes,3.1,0
Laptop,South,AID_2937,SME,79,Yes,3.1,160
Accessories,East,AID_2938,profit,70,Yes,2.6,0
Monitor,East,AID_2939,SME,72,Yes,2.1,110
Laptop,Mid-West,AID_2940,Corporate,79,Yes,2.2,310
Monitor,Mid-West,AID_2941,SME,71,Yes,3.3,0
Misc,East,AID_2942,Corporate,81,Yes,2.7,230
Misc,Mid-West,AID_2943,profit,69,Yes,3.4,170
Monitor,West,AID_2944,profit,87,Yes,3.5,160
Laptop,North,AID_2945,Corporate,80,Yes,2,0
Accessories,North,AID_2946,SME,79,Yes,3.2,0
Software,East,AID_2947,Individual,77,Yes,2.8,190
Monitor,West,AID_2948,profit,69,No,2.7,110
Laptop,East,AID_2949,profit,80,Yes,3.2,0
Laptop,West,AID_2950,Corporate,95,Yes,3.5,0
Software,East,AID_2951,SME,72,Yes,2.6,0
Desktop,West,AID_2952,Corporate,77,Yes,3.1,0
Accessories,South,AID_2953,profit,83,Yes,2.4,0
Laptop,West,AID_2954,SME,64,Yes,3.1,240
Misc,West,AID_2955,profit,81,Yes,2,0
Software,South,AID_2956,Individual,72,Yes,2.2,0
Accessories,South,AID_2957,SME,68,No,3.3,0
Software,East,AID_2958,Individual,82,Yes,2.6,150
Misc,North,AID_2959,Corporate,72,Yes,3.6,0
Misc,North,AID_2960,profit,67,Yes,3.1,210
Software,North,AID_2961,profit,80,Yes,3.5,0
Misc,North,AID_2962,Corporate,69,No,2.8,0
Laptop,Mid-West,AID_2963,Individual,71,Yes,3.5,0
Desktop,North,AID_2964,SME,71,Yes,2.4,180
Software,West,AID_2965,Corporate,82,No,3.5,0
Desktop,East,AID_2966,SME,67,Yes,2.7,0
Misc,West,AID_2967,Individual,76,Yes,2.5,260
Misc,East,AID_2968,SME,68,Yes,3.7,180
Desktop,South,AID_2969,Individual,75,Yes,3.4,170
Monitor,South,AID_2970,Individual,66,Yes,3.8,180
Laptop,Mid-West,AID_2971,SME,68,No,3.7,210
Software,South,AID_2972,Corporate,72,Yes,2.4,200
Laptop,North,AID_2973,Corporate,88,Yes,2.7,190
Monitor,West,AID_2974,Corporate,66,Yes,2.4,0
Accessories,West,AID_2975,SME,72,Yes,3.1,230
Desktop,Mid-West,AID_2976,SME,92,Yes,3.5,170
Misc,East,AID_2977,SME,96,Yes,2.5,0
Misc,Mid-West,AID_2978,Corporate,69,Yes,3.3,0
Desktop,South,AID_2979,Individual,66,Yes,2.8,160
Accessories,Mid-West,AID_2980,profit,63,No,3.5,240
Laptop,East,AID_2981,Individual,80,Yes,3.5,180
Laptop,South,AID_2982,profit,76,Yes,3.5,260
Laptop,Mid-West,AID_2983,Individual,71,Yes,3,200
Misc,North,AID_2984,Individual,78,Yes,2.7,160
Misc,West,AID_2985,SME,92,Yes,2.4,170
Monitor,Mid-West,AID_2986,Corporate,88,Yes,3.5,0
Accessories,West,AID_2987,Corporate,73,Yes,3.1,200
Misc,West,AID_2988,SME,77,No,3.7,0
Laptop,Mid-West,AID_2989,profit,74,Yes,3.4,170
Desktop,North,AID_2990,profit,76,Yes,3.3,160
Accessories,East,AID_2991,SME,62,Yes,3.4,230
Misc,West,AID_2992,Corporate,76,Yes,2.8,0
Software,West,AID_2993,Corporate,76,Yes,2.9,210
Laptop,North,AID_2994,Corporate,76,Yes,2.9,130
Monitor,Mid-West,AID_2995,Individual,75,Yes,2.6,190
Misc,East,AID_2996,profit,80,Yes,3.5,0
Software,West,AID_2997,Individual,85,Yes,2.9,160
Misc,North,AID_2998,profit,72,Yes,3.1,0
Accessories,West,AID_2999,Individual,73,Yes,2.3,170
Monitor,West,AID_3000,profit,83,Yes,2.5,0
Desktop,Mid-West,AID_3001,SME,77,Yes,3.7,280
Misc,North,AID_3002,profit,79,Yes,2.4,130
Software,East,AID_3003,Corporate,78,Yes,3.1,240
Software,West,AID_3004,Individual,68,No,3.2,180
Misc,West,AID_3005,profit,85,Yes,4.1,250
Misc,North,AID_3006,Individual,81,Yes,2.5,0
Laptop,West,AID_3007,Corporate,85,Yes,3,0
Software,North,AID_3008,Corporate,73,Yes,2.9,200
Desktop,North,AID_3009,Individual,82,Yes,3.2,170
Accessories,East,AID_3010,Corporate,65,Yes,2.7,0
Laptop,Mid-West,AID_3011,Corporate,86,Yes,3.9,160
Monitor,East,AID_3012,Corporate,70,Yes,2.1,290
Misc,Mid-West,AID_3013,Individual,72,Yes,1.9,180
Laptop,Mid-West,AID_3014,SME,70,Yes,3.7,250
Software,Mid-West,AID_3015,SME,69,Yes,2.5,240
Accessories,West,AID_3016,profit,66,Yes,3.8,0
Laptop,North,AID_3017,SME,63,Yes,3.2,0
Desktop,West,AID_3018,SME,53,Yes,2.5,0
Misc,North,AID_3019,Corporate,72,Yes,3.1,260
Monitor,Mid-West,AID_3020,Corporate,86,Yes,2.8,300
Desktop,East,AID_3021,Corporate,84,Yes,2.7,180
Misc,East,AID_3022,profit,85,Yes,3.1,230
Laptop,West,AID_3023,Individual,64,Yes,2.3,200
Misc,South,AID_3024,SME,83,Yes,2.4,240
Misc,North,AID_3025,profit,79,Yes,2.6,0
Software,North,AID_3026,Individual,88,Yes,3,0
Software,North,AID_3027,Corporate,70,Yes,2.2,230
Laptop,Mid-West,AID_3028,Corporate,57,Yes,2.4,210
Software,Mid-West,AID_3029,Individual,73,Yes,3.3,100
Monitor,South,AID_3030,profit,79,Yes,2.7,280
Laptop,West,AID_3031,Corporate,69,Yes,2,150
Accessories,Mid-West,AID_3032,Corporate,70,Yes,3,0
Accessories,North,AID_3033,Individual,61,Yes,2,240
Accessories,North,AID_3034,SME,64,No,3.6,200
Desktop,Mid-West,AID_3035,profit,63,Yes,3,200
Misc,East,AID_3036,Corporate,80,Yes,2.8,0
Accessories,South,AID_3037,Corporate,70,Yes,2.7,180
Accessories,West,AID_3038,Individual,73,Yes,2.2,220
Software,South,AID_3039,Individual,75,Yes,2.7,0
Monitor,East,AID_3040,profit,72,Yes,3.1,160
Software,East,AID_3041,Individual,80,Yes,2.2,0
Misc,Mid-West,AID_3042,profit,76,Yes,4.2,0
Accessories,North,AID_3043,Corporate,68,Yes,3.2,220
Desktop,South,AID_3044,SME,74,Yes,2.7,0
Misc,North,AID_3045,Corporate,82,Yes,3.4,180
Software,East,AID_3046,SME,79,Yes,2.9,260
Accessories,South,AID_3047,profit,84,Yes,3.9,0
Misc,Mid-West,AID_3048,SME,73,Yes,2.8,140
Desktop,Mid-West,AID_3049,Corporate,96,Yes,2.6,230
Laptop,West,AID_3050,Individual,80,Yes,2.7,200
Software,North,AID_3051,SME,74,Yes,3.1,210
Accessories,North,AID_3052,profit,77,No,4,0
Accessories,West,AID_3053,Individual,69,Yes,2.6,140
Accessories,West,AID_3054,profit,80,Yes,2.7,270
Monitor,North,AID_3055,profit,89,Yes,2.9,0
Laptop,Mid-West,AID_3056,profit,80,Yes,2.9,0
Misc,East,AID_3057,Corporate,80,Yes,2.1,0
Laptop,North,AID_3058,Corporate,60,Yes,3.1,0
Monitor,Mid-West,AID_3059,SME,63,Yes,2.8,230
Laptop,Mid-West,AID_3060,profit,57,Yes,3.8,180
Misc,Mid-West,AID_3061,profit,70,Yes,3,220
Misc,North,AID_3062,profit,76,Yes,3.1,0
Software,West,AID_3063,profit,80,Yes,3.2,270
Desktop,South,AID_3064,Corporate,62,Yes,2.8,0
Monitor,North,AID_3065,profit,71,Yes,2.6,170
Laptop,Mid-West,AID_3066,Corporate,71,Yes,2.8,170
Desktop,East,AID_3067,Individual,79,Yes,2.3,290
Monitor,Mid-West,AID_3068,Corporate,80,Yes,3.8,220
Software,North,AID_3069,SME,78,Yes,3.8,220
Software,West,AID_3070,Individual,72,Yes,3.5,0
Accessories,West,AID_3071,profit,87,Yes,3,140
Laptop,South,AID_3072,profit,62,Yes,3,230
Software,Mid-West,AID_3073,Individual,76,Yes,2.6,0
Software,West,AID_3074,SME,70,Yes,3,0
Software,North,AID_3075,Individual,70,Yes,3,230
Misc,South,AID_3076,profit,87,Yes,3.2,280
Accessories,Mid-West,AID_3077,profit,78,Yes,3.7,0
Accessories,Mid-West,AID_3078,profit,75,Yes,2,0
Laptop,Mid-West,AID_3079,Corporate,84,Yes,3.3,230
Laptop,South,AID_3080,SME,62,Yes,2.5,140
Monitor,North,AID_3081,Corporate,72,Yes,2.6,0
Laptop,West,AID_3082,Corporate,72,Yes,2.1,140
Misc,South,AID_3083,profit,63,Yes,3.2,0
Misc,East,AID_3084,profit,74,Yes,3.5,240
Accessories,North,AID_3085,Individual,77,No,2.6,150
Desktop,Mid-West,AID_3086,Individual,82,Yes,3.5,0
Misc,West,AID_3087,SME,69,Yes,3.4,0
Laptop,North,AID_3088,SME,72,Yes,3.7,210
Misc,West,AID_3089,Corporate,71,Yes,2.9,0
Desktop,West,AID_3090,SME,69,Yes,3,150
Software,West,AID_3091,SME,65,Yes,3.7,120
Desktop,West,AID_3092,Corporate,77,Yes,3.2,0
Desktop,North,AID_3093,Individual,74,Yes,3.4,140
Laptop,Mid-West,AID_3094,profit,66,Yes,3,0
Misc,South,AID_3095,profit,65,Yes,3.4,150
Monitor,North,AID_3096,Individual,73,Yes,3.3,190
Software,South,AID_3097,Corporate,76,Yes,3.2,100
Misc,South,AID_3098,Individual,86,Yes,2.5,210
Accessories,West,AID_3099,Corporate,70,Yes,3.1,180
Accessories,West,AID_3100,Individual,70,Yes,3.7,190
Monitor,North,AID_3101,profit,74,Yes,2.7,200
Desktop,Mid-West,AID_3102,Corporate,71,Yes,2.6,250
Monitor,North,AID_3103,Individual,75,Yes,2.5,170
Misc,West,AID_3104,SME,72,Yes,2.6,0
Desktop,East,AID_3105,Corporate,82,Yes,2.3,230
Monitor,Mid-West,AID_3106,profit,67,Yes,3.1,220
Misc,North,AID_3107,Individual,74,Yes,3.9,0
Misc,Mid-West,AID_3108,profit,70,Yes,2.9,0
Software,North,AID_3109,Individual,48,Yes,2,0
Desktop,South,AID_3110,Individual,76,Yes,3.8,190
Software,East,AID_3111,SME,73,Yes,2.9,240
Desktop,South,AID_3112,profit,65,Yes,3,0
Misc,Mid-West,AID_3113,Individual,79,Yes,4,160
Software,South,AID_3114,SME,67,Yes,3.1,190
Misc,Mid-West,AID_3115,profit,76,Yes,3.5,0
Accessories,South,AID_3116,Corporate,58,Yes,2.7,0
Monitor,Mid-West,AID_3117,Individual,70,Yes,3.5,210
Software,Mid-West,AID_3118,Corporate,74,Yes,2.8,180
Monitor,East,AID_3119,profit,88,Yes,3,0
Misc,Mid-West,AID_3120,profit,59,Yes,3,160
Laptop,Mid-West,AID_3121,profit,78,No,3,0
Desktop,North,AID_3122,SME,76,Yes,2.9,210
Accessories,North,AID_3123,Corporate,80,Yes,2.6,180
Monitor,North,AID_3124,profit,75,Yes,2,220
Software,East,AID_3125,profit,80,Yes,2.9,0
Software,North,AID_3126,Individual,87,Yes,3.5,0
Accessories,South,AID_3127,SME,66,Yes,3.7,130
Misc,North,AID_3128,Corporate,70,No,3.3,200
Monitor,Mid-West,AID_3129,SME,79,Yes,3.2,0
Misc,South,AID_3130,Corporate,83,Yes,2.7,250
Laptop,Mid-West,AID_3131,profit,63,Yes,2.2,0
Desktop,West,AID_3132,profit,73,Yes,2.4,0
Accessories,South,AID_3133,Corporate,80,No,4.1,270
Misc,North,AID_3134,Individual,67,Yes,2.8,0
Desktop,West,AID_3135,Corporate,57,Yes,3.2,270
Desktop,West,AID_3136,SME,55,Yes,3.3,180
Monitor,West,AID_3137,Individual,73,Yes,3,260
Software,Mid-West,AID_3138,SME,74,Yes,3.5,0
Misc,East,AID_3139,Individual,70,Yes,2.9,230
Accessories,North,AID_3140,Individual,76,Yes,2.7,0
Monitor,North,AID_3141,SME,68,Yes,3.5,190
Software,North,AID_3142,profit,76,Yes,3.1,110
Laptop,Mid-West,AID_3143,Individual,72,Yes,3.3,220
Software,West,AID_3144,Individual,74,Yes,3.1,0
Laptop,South,AID_3145,Individual,73,Yes,2.5,120
Misc,North,AID_3146,profit,62,Yes,2.8,0
Software,Mid-West,AID_3147,Individual,84,Yes,2.5,200
Monitor,Mid-West,AID_3148,profit,62,Yes,3,0
Monitor,East,AID_3149,Corporate,70,Yes,3.4,0
Desktop,North,AID_3150,Individual,79,Yes,2.9,240
Laptop,East,AID_3151,profit,87,No,2.7,150
Misc,East,AID_3152,Corporate,66,Yes,3.1,170
Desktop,South,AID_3153,Individual,83,Yes,1.9,0
Misc,West,AID_3154,profit,77,No,3.7,210
Software,East,AID_3155,Corporate,66,Yes,3.1,0
Laptop,East,AID_3156,Individual,73,Yes,2.5,230
Accessories,West,AID_3157,SME,89,Yes,3.1,220
Software,South,AID_3158,SME,79,Yes,2.7,180
Accessories,North,AID_3159,Individual,74,Yes,2.7,160
Laptop,South,AID_3160,Individual,74,Yes,2.6,250
Laptop,East,AID_3161,Individual,76,Yes,2.6,130
Laptop,East,AID_3162,profit,75,Yes,2.2,0
Accessories,East,AID_3163,Corporate,69,Yes,3.7,0
Desktop,East,AID_3164,SME,63,Yes,3.7,160
Laptop,West,AID_3165,Corporate,74,Yes,3.1,0
Desktop,East,AID_3166,SME,85,Yes,3.4,0
Desktop,West,AID_3167,profit,87,Yes,2.6,80
Monitor,West,AID_3168,Corporate,80,Yes,3.4,130
Software,North,AID_3169,profit,59,Yes,2.7,180
Misc,West,AID_3170,profit,96,Yes,3.3,0
Software,Mid-West,AID_3171,SME,67,Yes,3.1,190
Misc,North,AID_3172,Corporate,90,Yes,3.5,180
Monitor,North,AID_3173,SME,89,Yes,2.6,0
Misc,East,AID_3174,profit,78,Yes,3.6,210
Monitor,North,AID_3175,Individual,86,Yes,3,0
Software,South,AID_3176,Corporate,85,Yes,2.8,0
Misc,Mid-West,AID_3177,profit,72,Yes,2.7,0
Desktop,West,AID_3178,profit,70,Yes,2.8,170
Monitor,South,AID_3179,SME,68,Yes,2.5,0
Accessories,West,AID_3180,SME,72,Yes,2.3,0
Accessories,North,AID_3181,Corporate,73,No,1.4,0
Misc,South,AID_3182,profit,87,Yes,3.1,240
Monitor,West,AID_3183,Individual,80,Yes,3.2,180
Desktop,West,AID_3184,Individual,70,Yes,3.2,0
Accessories,West,AID_3185,Corporate,98,Yes,3.2,0
Laptop,East,AID_3186,SME,71,Yes,2.6,0
Desktop,West,AID_3187,profit,79,Yes,2.7,180
Laptop,Mid-West,AID_3188,profit,86,Yes,3,0
Accessories,South,AID_3189,Corporate,86,Yes,3.9,0
Misc,North,AID_3190,profit,87,Yes,2.8,0
Accessories,Mid-West,AID_3191,Corporate,77,Yes,2.7,0
Laptop,East,AID_3192,Corporate,68,No,3.5,190
Accessories,North,AID_3193,Individual,68,Yes,3.1,0
Software,East,AID_3194,profit,76,Yes,2.8,0
Monitor,North,AID_3195,profit,65,Yes,4,180
Monitor,North,AID_3196,Corporate,78,Yes,2.4,160
Software,North,AID_3197,SME,75,Yes,2.7,230
Monitor,North,AID_3198,Corporate,81,Yes,3.7,250
Accessories,South,AID_3199,SME,76,Yes,2.4,240
Accessories,South,AID_3200,Individual,85,Yes,3.2,210
Software,West,AID_3201,profit,68,Yes,2.7,240
Monitor,North,AID_3202,SME,60,Yes,2.7,0
Software,North,AID_3203,Corporate,72,Yes,2.7,260
Accessories,South,AID_3204,Individual,82,Yes,3.6,0
Monitor,Mid-West,AID_3205,Corporate,68,Yes,2.8,140
Software,South,AID_3206,profit,61,Yes,3.3,190
Software,South,AID_3207,Corporate,74,Yes,2.1,300
Software,North,AID_3208,SME,71,Yes,3.3,0
Software,West,AID_3209,SME,69,Yes,3,60
Accessories,North,AID_3210,profit,75,Yes,3,160
Accessories,West,AID_3211,SME,82,Yes,3.3,200
Software,Mid-West,AID_3212,SME,80,Yes,2.9,160
Monitor,North,AID_3213,Corporate,76,Yes,3.4,220
Desktop,Mid-West,AID_3214,profit,83,Yes,2.8,0
Software,Mid-West,AID_3215,SME,63,Yes,3.3,170
Monitor,West,AID_3216,Corporate,71,No,2.3,260
Laptop,West,AID_3217,Corporate,74,Yes,3.5,190
Monitor,North,AID_3218,Corporate,74,Yes,3.1,0
Laptop,East,AID_3219,SME,87,Yes,3.4,250
Software,Mid-West,AID_3220,profit,59,Yes,2.3,290
Accessories,Mid-West,AID_3221,profit,76,Yes,4.1,230
Accessories,South,AID_3222,Individual,65,No,3,0
Misc,South,AID_3223,Corporate,75,Yes,3.1,180
Monitor,Mid-West,AID_3224,Individual,88,Yes,3.4,0
Desktop,North,AID_3225,Corporate,65,Yes,3,180
Desktop,East,AID_3226,SME,75,Yes,2.6,170
Software,North,AID_3227,profit,78,Yes,3,0
Monitor,Mid-West,AID_3228,profit,76,Yes,2.9,0
Desktop,North,AID_3229,Corporate,71,Yes,2.9,230
Software,Mid-West,AID_3230,profit,86,Yes,3.4,170
Laptop,Mid-West,AID_3231,profit,71,Yes,2.9,0
Laptop,West,AID_3232,SME,76,Yes,4,210
Misc,North,AID_3233,Corporate,83,Yes,3.2,210
Laptop,West,AID_3234,Corporate,84,Yes,2,130
Desktop,North,AID_3235,Corporate,83,Yes,3.1,0
Accessories,South,AID_3236,Individual,72,Yes,3,0
Monitor,South,AID_3237,Corporate,70,Yes,2.9,180
Accessories,East,AID_3238,Individual,77,Yes,2.6,0
Desktop,Mid-West,AID_3239,profit,76,Yes,3.4,190
Desktop,East,AID_3240,SME,69,No,1.2,160
Software,South,AID_3241,Individual,79,Yes,2.4,130
Desktop,South,AID_3242,SME,85,Yes,2.1,270
Desktop,West,AID_3243,profit,64,Yes,3.2,0
Monitor,North,AID_3244,profit,67,Yes,3.6,0
Monitor,North,AID_3245,SME,66,Yes,3.5,210
Laptop,South,AID_3246,Corporate,68,Yes,2.6,0
Software,Mid-West,AID_3247,profit,84,Yes,2.9,260
Accessories,West,AID_3248,Corporate,82,Yes,2.8,160
Monitor,West,AID_3249,SME,80,Yes,2.5,0
Accessories,East,AID_3250,Individual,68,Yes,3.8,0
Software,South,AID_3251,SME,78,Yes,3.8,220
Accessories,West,AID_3252,Corporate,75,No,3.2,240
Accessories,North,AID_3253,Individual,86,Yes,3,0
Laptop,West,AID_3254,Individual,61,Yes,3.4,300
Laptop,South,AID_3255,profit,75,Yes,2.9,0
Accessories,West,AID_3256,Corporate,74,Yes,3,0
Misc,Mid-West,AID_3257,Individual,85,Yes,2.7,0
Accessories,South,AID_3258,Corporate,75,Yes,2.6,0
Software,North,AID_3259,profit,70,Yes,4,150
Software,East,AID_3260,profit,68,No,2.7,0
Software,East,AID_3261,Individual,65,Yes,3.2,230
Monitor,South,AID_3262,Individual,79,Yes,2.6,0
Misc,North,AID_3263,profit,66,Yes,3.6,220
Monitor,Mid-West,AID_3264,profit,80,Yes,3.2,0
Software,East,AID_3265,Individual,69,Yes,2.5,220
Desktop,South,AID_3266,Corporate,64,Yes,2.7,170
